Survey of Music History II	09:45:00 AM	11:15:00 AM	Allen (Stephen A.)
International Management	09:45:00 AM	11:15:00 AM	Lentz (Christine)
Expository Writing	09:45:00 AM	11:15:00 AM	Levy (Frank)
Expository Writing	01:10:00 PM	02:40:00 PM	Levy (Frank)
Musical Theatre Dance II	02:50:00 PM	04:20:00 PM	Lewis (Robin W.)
Introduction to Finance	01:10:00 PM	02:40:00 PM	Liu (Feng-Ying)
Personal Financial Planning	01:10:00 PM	02:40:00 PM	Liu (Feng-Ying)
Introduction to Finance	02:50:00 PM	04:20:00 PM	Liu (Feng-Ying)
Research Writing	01:10:00 PM	02:40:00 PM	Losi (Maxim J.)
Research Writing	02:50:00 PM	04:20:00 PM	Losi (Maxim J.)
Life Sci: Behav Neurosci Emph	10:20:00 AM	11:20:00 AM	Lowrey (Phillip L.)
Neuroethology Lab	01:10:00 PM	04:10:00 PM	Lowrey (Phillip L.)
Honors Seminar:Great Ideas II	09:45:00 AM	11:15:00 AM	Lowrey (Phillip L.)|Salvatore (Anne T.)
Writing for the Comm Professns	10:20:00 AM	11:20:00 AM	Magrino (Katherine G.)
Writing for the Media	06:30:00 PM	09:30:00 PM	Magrino (Katherine G.)
Calculus I	08:00:00 AM	09:00:00 AM	Markoe (Andrew)
Top/AdvMth:Field Theo&Clas Pro	10:20:00 AM	11:20:00 AM	Markoe (Andrew)
Calculus I	11:30:00 AM	12:30:00 PM	Markoe (Andrew)
Expository Writing	10:20:00 AM	11:20:00 AM	Marshall (Nowell A.)
Methods of Literary Analysis	11:30:00 AM	12:30:00 PM	Marshall (Nowell A.)
Posthumanism: Bodies and Tech	01:10:00 PM	02:40:00 PM	Marshall (Nowell A.)
Spanish I	09:45:00 AM	11:15:00 AM	Materna (Linda S.)
Masterworks of Western Lit II	01:10:00 PM	02:40:00 PM	Materna (Linda S.)
Literary History I	09:45:00 AM	11:15:00 AM	Maynard (Katherine K.)
Literary History II	01:10:00 PM	02:40:00 PM	Maynard (Katherine K.)
Literary History II	02:50:00 PM	04:20:00 PM	Maynard (Katherine K.)
Principles of Microeconomics	08:00:00 AM	09:00:00 AM	McCall (Charles W.)
Economics of Sports	09:10:00 AM	10:10:00 AM	McCall (Charles W.)
Society&indiv. With Disabiliti	08:15:00 AM	11:15:00 AM	McConville (Sue E.)
Ass. & Instr. in Inclusive Clr	11:30:00 AM	01:00:00 PM	McConville (Sue E.)
Calculus II	11:30:00 AM	12:30:00 PM	McCullough (Jason G.)
Complex Analysis	01:10:00 PM	02:40:00 PM	McCullough (Jason G.)
Writing for the Media	11:30:00 AM	12:30:00 PM	McKinley (E. Graham)
Multimedia Prod I-Inter Design	01:10:00 PM	02:40:00 PM	McKinley (E. Graham)
Multimedia Prod I-Inter Design	02:50:00 PM	04:20:00 PM	McKinley (E. Graham)
Fostering Lang & Literacy Dev	08:00:00 AM	10:59:00 AM	McKool (Sharon S.)
Professional/Strategic Speech	01:10:00 PM	02:40:00 PM	McManimon (Susan J.)
Business Forensic Application	09:45:00 AM	11:15:00 AM	McMullen (Dorothy A.)
Fraud Exam & Bus Forensics	01:10:00 PM	02:40:00 PM	McMullen (Dorothy A.)
Fraud Exam & Bus Forensics	02:50:00 PM	04:20:00 PM	McMullen (Dorothy A.)
Freshman Seminar II	11:30:00 AM	12:30:00 PM	Mehlhorn (Christine D.)
Justice	01:10:00 PM	02:40:00 PM	Mendilow (Jonathan)
Third World Politics	02:50:00 PM	04:20:00 PM	Mendilow (Jonathan)
Third World Politics	02:50:00 PM	04:20:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Terrorism Revolut & Polit Viol	06:30:00 PM	09:30:00 PM	Mendilow (Jonathan)
Teach Sci  Soc Std & Arts N-8	11:00:00 AM	02:00:00 PM	Messersmith (James)
Social Impact of Rock and Roll	02:50:00 PM	04:20:00 PM	Millen (Jonathan H.)
Globl Supply Chn Mgt: External	09:45:00 AM	11:15:00 AM	Miller (Tan C.)
Intro to Global Supp Chain Mgt	01:10:00 PM	02:40:00 PM	Miller (Tan C.)
Acting II: Scene Study	02:50:00 PM	04:20:00 PM	Mills (Miriam N.)
Women In Literature	01:10:00 PM	02:40:00 PM	Morse (Mary L.)
Women In Literature	01:10:00 PM	02:40:00 PM	Morse (Mary L.)
SpTop:Environ Movement in Amer	02:50:00 PM	04:20:00 PM	Mosto (Patricia)
Writing for Broadcast	08:00:00 AM	09:30:00 AM	Mozes (John)
Introduction to Research in Ps	09:45:00 AM	11:15:00 AM	Musumeci-Szabo (Tamara J.)
Introduction to Research in Ps	02:50:00 PM	04:20:00 PM	Musumeci-Szabo (Tamara J.)
Art and Society	09:45:00 AM	11:15:00 AM	Naar (Harry I.)
Design	01:10:00 PM	04:10:00 PM	Naar (Harry I.)
Design	01:10:00 PM	04:10:00 PM	Naar (Harry I.)
Fundamentals of Painting	01:10:00 PM	04:10:00 PM	Naar (Harry I.)
Fundamentals of Painting	01:10:00 PM	04:10:00 PM	Naar (Harry I.)
Expository Writing	02:50:00 PM	04:20:00 PM	Naik (Akhila)
French IV	09:10:00 AM	10:10:00 AM	Natan (Stephane)
French I	10:20:00 AM	11:20:00 AM	Natan (Stephane)
Mask & Reality in French Theat	11:30:00 AM	12:30:00 PM	Natan (Stephane)
SpTop: B Wilder in Hollywood	01:10:00 PM	02:40:00 PM	Neelakanta (Vanita)
17th-Century Literature	02:50:00 PM	04:20:00 PM	Neelakanta (Vanita)
HONORS:Marketing Principles	09:45:00 AM	11:15:00 AM	Newman (Cynthia M.)
SelTop:HONORS:Mkt & the Law	01:10:00 PM	02:40:00 PM	Newman (Cynthia M.)|O'Sullivan-Gavin (Susan)
Spec. Topics Honors: Mkt & Law	01:10:00 PM	02:40:00 PM	Newman (Cynthia M.)|O'Sullivan-Gavin (Susan)
Marketing Management Seminar	02:50:00 PM	04:20:00 PM	Newman (Larry M.)
Career Plan & Perspective I	11:30:00 AM	12:30:00 PM	Nicolosi (Lauren M.)
Career Plan & Perspective I	11:30:00 AM	12:30:00 PM	Nicolosi (Lauren M.)
Career Plan & Perspective I	11:30:00 AM	12:30:00 PM	Nicolosi (Lauren M.)
Statistical Methods I	01:10:00 PM	02:40:00 PM	Nygren (Lan M.)
Expository Writing	08:00:00 AM	09:00:00 AM	O'Neil (Robert)
Expository Writing	09:10:00 AM	10:10:00 AM	O'Neil (Robert)
Managerial Uses of Accounting	09:45:00 AM	11:15:00 AM	O'Reilly-Allen (Margaret)
Social & Legal Environment Bus	09:45:00 AM	11:15:00 AM	O'Sullivan-Gavin (Susan)
Sight Singing for MT	09:10:00 AM	10:10:00 AM	Onofrio (Susan L.)
Sight Singing for MT	10:20:00 AM	11:20:00 AM	Onofrio (Susan L.)
Choir	11:30:00 AM	12:30:00 PM	Orr (Philip)
Beginning Piano I	01:10:00 PM	02:10:00 PM	Orr (Philip)
Beginning Piano I	01:10:00 PM	02:10:00 PM	Orr (Philip)
World History Since 1500	01:10:00 PM	02:40:00 PM	Osborne (Anne R.)
Teaching in the High School	08:20:00 AM	11:20:00 AM	Pearcy (Mark)
Contexts Of Schoolng	11:00:00 AM	02:10:00 PM	Pearcy (Mark)
Research Writing	08:00:00 AM	09:00:00 AM	Peters (Pearlie M.)
Multi-Ethnic Lit in America	09:10:00 AM	10:10:00 AM	Peters (Pearlie M.)
Black American Lit	10:20:00 AM	11:20:00 AM	Peters (Pearlie M.)
SpTop:Moth/Daug Am Lit&Film	01:10:00 PM	02:10:00 PM	Peters (Pearlie M.)
Major American Authors	02:50:00 PM	04:20:00 PM	Peters (Pearlie M.)
Career Plan & Perspective I	01:10:00 PM	02:40:00 PM	Phillips (Jessie A.)
Career Plan & Perspective I	01:10:00 PM	02:40:00 PM	Phillips (Jessie A.)
Career Plan & Perspective I	01:10:00 PM	02:40:00 PM	Phillips (Jessie A.)
Career Plan & Perspective I	04:30:00 PM	06:00:00 PM	Phillips (Jessie A.)
Career Plan & Perspective I	04:30:00 PM	06:00:00 PM	Phillips (Jessie A.)
Electronic Spreadsheets	08:00:00 AM	09:00:00 AM	Podgorski (Teresa M.)
French III	09:10:00 AM	10:10:00 AM	Poteau-Tralie (Mary L.)
Self in French Prose & Poetry	10:20:00 AM	11:20:00 AM	Poteau-Tralie (Mary L.)
French II	11:30:00 AM	12:30:00 PM	Poteau-Tralie (Mary L.)
Information Systems Essential	09:10:00 AM	10:10:00 AM	Procaccino (J. D.)
Information Systems Essential	10:20:00 AM	11:20:00 AM	Procaccino (J. D.)
Information Systems Essential	11:30:00 AM	12:30:00 PM	Procaccino (J. D.)
Information Systems Essential	01:10:00 PM	02:40:00 PM	Procaccino (J. D.)
Management Skills	01:10:00 PM	02:40:00 PM	Promislo (Mark D.)
Freshman Seminar II	11:30:00 AM	12:30:00 PM	Psolka (Christine)
Expository Writing	02:50:00 PM	04:20:00 PM	Quirk (William J.)
Investments	10:20:00 AM	11:20:00 AM	Randall (Maury R.)
Investment Analysis	11:30:00 AM	12:30:00 PM	Randall (Maury R.)
International Finance	09:45:00 AM	11:15:00 AM	Ratner (Mitchell)
International Finance	01:10:00 PM	02:40:00 PM	Ratner (Mitchell)
Math Skills Lab	09:10:00 AM	10:10:00 AM	Ricci (Barbara A.)
Math Skills Lab	09:45:00 AM	11:15:00 AM	Ricci (Barbara A.)
Math Skills Lab	10:20:00 AM	11:20:00 AM	Ricci (Barbara A.)
Math Skills Lab	11:30:00 AM	12:30:00 PM	Ricci (Barbara A.)
Math Skills Lab	01:10:00 PM	02:40:00 PM	Ricci (Barbara A.)
Math Skills Lab	01:10:00 PM	02:40:00 PM	Ricci (Barbara A.)
Math Skills Lab	02:50:00 PM	04:20:00 PM	Ricci (Barbara A.)
Music of the Theatre	11:00:00 AM	02:00:00 PM	Rife (Jerry E.)
Life Sci: Biol of Human Aging	09:10:00 AM	10:10:00 AM	Riggs (James E.)
Life Sci: Biol of Human Aging	10:20:00 AM	11:20:00 AM	Riggs (James E.)
Sem in Cell & Molecular Bio	02:50:00 PM	04:20:00 PM	Riggs (James E.)
Principles of Physics II	11:30:00 AM	12:30:00 PM	Ritchie (George W.)
Expository Writing	02:50:00 PM	04:20:00 PM	Roche (John V.)
Research Writing	09:10:00 AM	10:10:00 AM	Rosenbaum (Jane E.)
Research Writing	10:20:00 AM	11:20:00 AM	Rosenbaum (Jane E.)
Methds Tchg Math Middle School	08:00:00 AM	10:59:00 AM	Rosenberg (Carolyn)
Intermediate Painting A-B-C	10:00:00 AM	01:00:00 PM	Rosenthal (Deborah M.)
Intermediate Painting A-B-C	10:00:00 AM	01:00:00 PM	Rosenthal (Deborah M.)
Printmaking	10:00:00 AM	01:00:00 PM	Rosenthal (Deborah M.)
Printmaking	10:00:00 AM	01:00:00 PM	Rosenthal (Deborah M.)
Fundamentals of Drawing	02:00:00 PM	05:00:00 PM	Rosenthal (Deborah M.)
Expository Writing	10:20:00 AM	11:20:00 AM	Ross (Kelly B.)
Expository Writing	11:30:00 AM	12:30:00 PM	Ross (Kelly B.)
Artists of the Cinema	09:45:00 AM	11:15:00 AM	Rubine (Erica I.)
Global Film Hist:1961-Present	01:10:00 PM	04:10:00 PM	Rubine (Erica I.)
Student GLobal Village: Iraq	09:00:00 AM	10:30:00 AM	Rusciano (Roberta F.)
U.S. History II	01:10:00 PM	02:40:00 PM	Ryan (Erica J.)
Crft/His:US & the World	02:50:00 PM	04:20:00 PM	Ryan (Erica J.)
Spanish II	01:10:00 PM	02:40:00 PM	Sanjuan Pastor (Nuria)
Spanish Renaissance	02:50:00 PM	04:20:00 PM	Sanjuan Pastor (Nuria)
Social Services & Social Work	06:30:00 PM	09:30:00 PM	Schachtele (Diane T.)
Italian IV	09:10:00 AM	10:10:00 AM	Scheiber (Elizabeth)
Italian Lit. I: 13th to 19th	02:50:00 PM	04:20:00 PM	Scheiber (Elizabeth)
German IV	09:10:00 AM	10:10:00 AM	Schleissner (Margaret)
German II	10:20:00 AM	11:20:00 AM	Schleissner (Margaret)
SpSt:German Poetry	01:10:00 PM	02:40:00 PM	Schleissner (Margaret)
Algebra and Trigonometry	11:30:00 AM	12:30:00 PM	Schwartz (Charles F.)
Finite Mathematics	01:10:00 PM	02:10:00 PM	Schwartz (Charles F.)
Discrete Mathematics	02:30:00 PM	04:30:00 PM	Schwartz (Charles F.)
Oceanography	10:20:00 AM	11:20:00 AM	Schwimmer (Reed A.)
Oceanography	10:20:00 AM	11:20:00 AM	Schwimmer (Reed A.)
Earth Systems Science	01:10:00 PM	02:10:00 PM	Schwimmer (Reed A.)
Sophomore Series  II	11:30:00 AM	01:00:00 PM	Seplaki (Laura)|Nicolosi (Lauren M.)
Sophomore Series  II	05:00:00 PM	06:30:00 PM	Seplaki (Laura)|Nicolosi (Lauren M.)
Families	09:45:00 AM	11:15:00 AM	Sharma (Prakash C.)
Aging	01:10:00 PM	02:40:00 PM	Sharma (Prakash C.)
Families	02:50:00 PM	04:20:00 PM	Sharma (Prakash C.)
Management Information Systems	08:00:00 AM	09:30:00 AM	Shen (Jia)
Networking/Telecommunications	09:45:00 AM	11:15:00 AM	Shen (Jia)
World History Since 1500	09:10:00 AM	10:10:00 AM	Shepardson (Nikki)
World History Since 1500	10:20:00 AM	11:20:00 AM	Shepardson (Nikki)
The History of Christianity	01:10:00 PM	02:40:00 PM	Shepardson (Nikki)
Musical Theatre Scene Study I	09:45:00 AM	11:15:00 AM	Simon (Rebecca L.)
Speech & Dialects for Actor	01:10:00 PM	02:40:00 PM	Simon (Rebecca L.)
Copy Editing	10:20:00 AM	11:20:00 AM	Simonet (Thomas S.)
Television Production	08:20:00 AM	11:20:00 AM	Slotkin (Neal)
Chemical Oceanography	10:20:00 AM	11:20:00 AM	Smalley (Gabriela W.)
Introductory Oceanography Lab	01:10:00 PM	04:10:00 PM	Smalley (Gabriela W.)
Chemical Oceanography Lab	01:10:00 PM	04:10:00 PM	Smalley (Gabriela W.)
HONORS:Strat Mgt & Policies	09:45:00 AM	11:15:00 AM	Smeltz (Wayne)
Strategic Mgmt and Policy	01:10:00 PM	02:40:00 PM	Smeltz (Wayne)
Student Teaching	04:30:00 PM	06:30:00 PM	Spence-Umstead (Erica)
Biochemistry II	09:45:00 AM	11:15:00 AM	Spiegelberg (Bryan D.)
SpTop:Signal Transduction	10:20:00 AM	11:20:00 AM	Spiegelberg (Bryan D.)
Research Writing	08:00:00 AM	09:30:00 AM	Strom (Susan H.)
Research Writing	09:45:00 AM	11:15:00 AM	Strom (Susan H.)
Research Writing	01:10:00 PM	02:40:00 PM	Strom (Susan H.)
Financial Modeling	02:50:00 PM	04:20:00 PM	Suk (David Y.)
Intro To Psychology	09:10:00 AM	10:10:00 AM	Sullivan (Helen T.)
Intro To Psychology	10:20:00 AM	11:20:00 AM	Sullivan (Helen T.)
Seminar in American Lit	11:30:00 AM	12:30:00 PM	Sullivan (John R.)
Introduction to Film	01:10:00 PM	02:40:00 PM	Sullivan (John R.)
Soil and Surficial Processes	01:10:00 PM	02:40:00 PM	Sun (Hongbing)
Soil and Surficial Process Lab	01:10:00 PM	04:10:00 PM	Sun (Hongbing)
Earth Materls & Processes Lab	02:50:00 PM	05:50:00 PM	Sun (Hongbing)
Earth Materls & Processes Lab	02:50:00 PM	05:50:00 PM	Sun (Hongbing)
Survey of Art History I	01:10:00 PM	02:40:00 PM	Swain (Richard O.)
Career Plan & Perspect III	09:10:00 AM	10:10:00 AM	Sylvester-Pegues (Mary L.)
Career Plan & Perspect III	09:10:00 AM	10:10:00 AM	Sylvester-Pegues (Mary L.)
Career Plan & Perspect III	09:10:00 AM	10:10:00 AM	Sylvester-Pegues (Mary L.)
Career Plan & Perspective I	10:20:00 AM	11:20:00 AM	Sylvester-Pegues (Mary L.)
Career Plan & Perspective I	10:20:00 AM	11:20:00 AM	Sylvester-Pegues (Mary L.)
Career Plan & Perspective I	10:20:00 AM	11:20:00 AM	Sylvester-Pegues (Mary L.)
Principles of Macroeconomics	01:10:00 PM	02:40:00 PM	Taga (Leonore S.)
Web Application Development I	09:45:00 AM	11:15:00 AM	Taylor (Arthur R.)
Web Application Development II	02:50:00 PM	04:20:00 PM	Taylor (Arthur R.)
Management Information Systems	04:30:00 PM	06:00:00 PM	Taylor (Arthur R.)
Statistics and Research Design	08:00:00 AM	09:30:00 AM	Thomas-Cottingham (Alison D.)
Statistics and Research Design	09:45:00 AM	11:15:00 AM	Thomas-Cottingham (Alison D.)
Criminal Justice Sr Seminar	08:00:00 AM	09:30:00 AM	Thompson (Victor R.)
Sociological Imagination	09:45:00 AM	11:15:00 AM	Thompson (Victor R.)
Sel Top in Soc:Comm-Based Rese	11:30:00 AM	12:30:00 PM	Thompson (Victor R.)
Sociological Imagination	01:10:00 PM	02:40:00 PM	Thompson (Victor R.)
Race and Crime	02:50:00 PM	04:20:00 PM	Thompson (Victor R.)
Advanced Prose Style	09:45:00 AM	11:15:00 AM	Titus (Megan L.)
Literature and Composition	01:10:00 PM	02:40:00 PM	Titus (Megan L.)
Managerial Uses of Accounting	04:30:00 PM	06:00:00 PM	Totaro (William J.)
Power and Politics	10:20:00 AM	11:20:00 AM	Truchil (Barry E.)
Intro Seminar in Sociology	01:10:00 PM	02:40:00 PM	Truchil (Barry E.)
Intro Seminar in Sociology	02:50:00 PM	04:20:00 PM	Truchil (Barry E.)
Intro CRJ:Police Courts Correc	10:20:00 AM	11:20:00 AM	Umamaheswar (Janani)
Intro CRJ:Police Courts Correc	02:50:00 PM	03:50:00 PM	Umamaheswar (Janani)
Hist Ballet Modrn&Jazz Dance	01:10:00 PM	02:40:00 PM	Vaccaro (Kimberly A.)
World Dance & Improvisation	02:50:00 PM	04:20:00 PM	Vaccaro (Kimberly A.)
Spanish II	09:10:00 AM	10:10:00 AM	Villalobos-Buehner (Maria F.)
College Reading	09:45:00 AM	11:15:00 AM	Walsh (Russell W.)
Senior Seminar Communication	02:50:00 PM	04:20:00 PM	Wang (Minmin)
Intercultural Communication	04:30:00 PM	06:00:00 PM	Wang (Minmin)
Chinese II	09:10:00 AM	10:10:00 AM	Wang (Shunzhu)
Chinese IV	11:30:00 AM	12:30:00 PM	Wang (Shunzhu)
Adv Chinese Rdg & Composition	02:50:00 PM	04:20:00 PM	Wang (Shunzhu)
Internet Ethics	08:00:00 AM	09:30:00 AM	Warner (Jean R.)
Smartboard	08:00:00 AM	09:30:00 AM	Warner (Jean R.)
Teaching & Learning with Tech	09:45:00 AM	11:15:00 AM	Warner (Jean R.)
Smartboard	02:50:00 PM	04:20:00 PM	Warner (Jean R.)
Biology of Gender & Sexuality	09:45:00 AM	11:15:00 AM	Weber (Edward T.)
Public Relations	01:10:00 PM	02:40:00 PM	Weidhaas (Allison)
Writing for the Media	09:10:00 AM	10:10:00 AM	Wiencek (Nancy A.)
Intro to Media Convergence	09:45:00 AM	11:15:00 AM	Wiencek (Nancy A.)
Spc Tpc:Lang & Power	02:50:00 PM	04:20:00 PM	Wilner (Arlene F.)|McGee (Timothy C.)
Integrative Professional Capst	02:50:00 PM	04:20:00 PM	Wygal (Donald E.)
Publication Design	09:45:00 AM	11:15:00 AM	Xia (Yun)
Publication Design	01:10:00 PM	02:40:00 PM	Xia (Yun)
Intro to Media Convergence	01:10:00 PM	02:40:00 PM	Xia (Yun)
Prin Bio:Biology of Cells	09:10:00 AM	10:10:00 AM	Yavelow (Jonathan)
From Big Bang to Orig of Life	10:20:00 AM	11:20:00 AM	Yavelow (Jonathan)
Prin of Biology: Cells Lab	01:10:00 PM	04:10:00 PM	Yavelow (Jonathan)
Prin of Biology: Cells Lab	01:10:00 PM	04:10:00 PM	Yavelow (Jonathan)
Intro to Entrepreneurship	09:45:00 AM	11:15:00 AM	Zane (Lee J.)
Small Business Management	02:50:00 PM	04:20:00 PM	Zane (Lee J.)
Sociological Imagination	10:20:00 AM	11:20:00 AM	Zdan (Richard)
Sociological Imagination	11:30:00 AM	12:30:00 PM	Zdan (Richard)
Intro to Global Supp Chain Mgt	02:50:00 PM	04:20:00 PM	Zhu (Yunxia)
